Formula,Tc,Materials_family
Ca2Cu1Cl2.5O2,38,cuprate
Ga1Sr2Y0.6Ca0.4Cu2O7,38,cuprate
Y0.7La0.3Fe1As1O0.85F0.15,38,iron-based
La0.62Dy0.38Fe1As1O0.825F0.175,38,iron-based
La1.3Ba1.2Sr0.5Cu3O6.955,38,cuprate
La1H0.3Fe1As1O0.7,38,iron-based
La2Cu1O4.066,38,cuprate
Mg0.85Na0.15B2,38,others
Mg0.8Na0.2B2,38,others
Mg0.92Li0.08B2,38,others
Mg0.93Na0.07B2,38,others
Mg0.97Na0.03B2,38,others
Nd1.4Ba1.6Cu3O7.09,38,cuprate
Nd1Ba2Cu2.9Ga0.1O6.61,38,cuprate
Nd1Mn0.01Fe0.99As1O0.89F0.11,38,iron-based
Ru0.98Ir0.02Sr2Gd1Cu2O8,38,cuprate
Sm1.2Ba1.8Cu3O7.09,38,cuprate
Sr0.8Fe2Se2,38,iron-based
Sr0.9La0.1Cu0.97Zn0.03O2,38,cuprate
Sr1.5Ba0.5Y1Cu2.8Ga0.2O7,38,cuprate
Sr2Ca3Cu4F2O8.6,38,cuprate
Tl1Sr2Ca0.2Pr0.8Cu2O7,38,cuprate
Tl2Ba2Cu1O5.957,38,cuprate
Y0.6Pr0.4Ba2Cu3O6.65,38,cuprate
Y1Ba1.5La0.5Cu3O7.08,38,cuprate
Y1Ba2Cu2.961Zn0.039O6.7,38,cuprate
Mg0.99B2Al0.01,37.95,others
Fe0.5Ba1Sr1Dy1Cu2.5O7.447,37.9,cuprate
Y1Ba1.78La0.22Cu4O8,37.9,cuprate
Y0.4Pr0.6Ba2Cu4O8,37.875,cuprate
La0.2Ca0.8Fe0.978Co0.022As2,37.8,iron-based
Eu0.6Pr0.4Ba2Cu3O7,37.8,cuprate
La2Cu1O4.095,37.8,cuprate
Mg0.8Ti0.2B2,37.8,others
Mg0.93Li0.07B2,37.8,others
Mg0.982Cu0.018B2,37.8,others
Mg0.997Fe0.003B2,37.8,others
Mg0.9Li0.05B2Al0.05,37.8,others
Pb0.6Cu1Sr1La1O5.06,37.8,cuprate
Ru0.925Sn0.075Sr2Gd1Cu2O8,37.8,cuprate
Ba0.68K0.32Fe2As2,37.75,iron-based
Gd1Sr2Ru0.9Cu2.1O8,37.75,cuprate
Mg0.95Cu0.05B2,37.75,others
Bi4Sr4Ca1Tm1Cu4O16.67,37.7,cuprate
Mg0.95Zr0.05B2,37.7,others
Mg1.995Mn0.005B2,37.7,others
Mg1B1.958C0.042,37.7,others
Pb0.5Cu1Sr0.9La1.1O5.08,37.7,cuprate
Sr0.5K0.5Fe2As2,37.7,iron-based
Mg0.4Ti0.6B2,37.6,others
Mg1.99Mn0.01B2,37.6,others
Pb0.6Cu1Sr0.9La1.1O5.06,37.6,cuprate
Pb0.6Cu1Sr1La1O5.05,37.6,cuprate
Tl1Sr2Ca0.5Sm0.5Cu2O6.75,37.6,cuprate
Mg0.97Cu0.03B2,37.58,others
Mg1B1.98C0.02,37.533333,others
Hg1Ba2Cu1O4.37,37.5,cuprate
La2Cu1O4.32,37.5,cuprate
Mg0.6Ti0.4B2,37.5,others
Na0.65Fe1.93Se2,37.5,iron-based
Sr0.86Nd0.14Cu1O2,37.5,cuprate
Tl1Sr1.9Cr0.1Cu1O5,37.5,cuprate
Y1Ba2Cu2.94Ni0.06O6.56,37.5,cuprate
La1.75Pr0.1Sr0.15Cu1O4,37.4,cuprate
Mg0.98Co0.02B2,37.4,others
Mg1.985Mn0.015B2,37.4,others
Y1Ba2Cu2.95Fe0.05O6.64,37.4,cuprate
Y1Ba2Cu2.9Fe0.1O6.75,37.4,cuprate
Mg0.8Zr0.2B2,37.3,others
Mg0.97B2Al0.03,37.3,others
Mg0.9Zr0.1B2,37.3,others
Mg1.9Cu0.1B12,37.3,others
Nb0.6Ru0.4Sr2Eu1.5Ce0.5Cu2O10,37.3,cuprate
Mg0.7B2,37.2,others
Sm1Mn0.01Fe0.99As1O0.88F0.12,37.2,iron-based
Ba0.5K0.5Ru0.1Fe1.9As2,37.14,iron-based
Mg0.99Co0.01B2,37.1,others
Ba0.677K0.323Fe2As2,37,iron-based
Bi1.6Sr0.4Yb1Cu3O6.35,37,cuprate
Er1Ba2Cu2.73Zn0.18Fe0.09O6.94,37,cuprate
Hg1.4Tl0.6Ba2Y0.9Ca0.1Cu2O7.88,37,cuprate
La1.55Sr0.15Na0.3Cu1O4,37,cuprate
La1.67Sr0.33Cu1O4,37,cuprate
La1.73Sr0.27Cu0.92Mn0.08O4,37,cuprate
La1.73Sr0.27Cu0.94Mn0.06O4,37,cuprate
La1.7575Pr0.0925Sr0.15Cu1O4,37,cuprate
La1.75Sr0.15Na0.1Cu1O4,37,cuprate
La1.75Sr0.25Cu1O4.07,37,cuprate
La1.77Sr0.23Cu0.96Mn0.04O4,37,cuprate
La1.79Sr0.21Cu0.96Mn0.04O4,37,cuprate
La1.7Sr0.15Na0.15Cu1O4,37,cuprate
La1.7Sr0.3Cu0.9Mn0.1O4,37,cuprate
La1.81Sr0.19Cu0.98Mn0.02O4,37,cuprate
La1.82Sr0.18Cu0.98Mn0.02O4,37,cuprate
La1.83Sr0.15Na0.02Cu1O4,37,cuprate
La1.85Sr0.15Cu1O3.998,37,cuprate
La1.8Sr0.15Na0.05Cu1O4,37,cuprate
La2Tl2Sr2Cu3O11,37,cuprate
Mg0.94B2Al0.06,37,others
Mg1B1.938C0.062,37,others
Mg1B1.968C0.032,37,others
Sm1La0.82Sr0.18Cu1O4,37,cuprate
Tb1Sr2Cu2.7Mo0.3O7.15,37,cuprate
Tl0.8La1Sr1Cu1.2O5,37,cuprate
Tl1Sr2Ca1Cu2O6.75,37,cuprate
Y0.8Pr0.2Ba2Cu3O6.6,37,cuprate
Y1Ba2Cu2.94Zn0.06O6.75,37,cuprate
Y1Sr2Cu2.75Re0.25O7,37,cuprate
Y2Ba4Cu7O14.13,37,cuprate
Mg0.9Li0.1B2,36.916667,others
Mg0.6B2,36.9,others
Ba0.59K0.41Fe2As2,36.9,iron-based
Ba0.7Rb0.3Fe2As2,36.9,iron-based
La1.836Sr0.164Cu1O4,36.9,cuprate
Mg1.98Mn0.02B2,36.9,others
Ru0.975Sn0.025Sr2Gd1Cu2O8,36.9,cuprate
Sr0.875La0.125Cu1O2,36.9,cuprate
Ba0.7K0.3Fe2As2,36.85,iron-based
Sr1Cs1Fe4As4,36.8,iron-based
Ba1.2Sr0.8Yb1Cu3O6.61,36.7,cuprate
Mg0.98B2Al0.02,36.7,others
Mg0.99Cr0.01B2,36.7,others
Pb0.5Cu1Sr1La1O5.03,36.7,cuprate
Pb0.5Cu1Sr1La1O5.05,36.7,cuprate
Pb0.6Cu1Sr1La1O5.09,36.7,cuprate
Sr2Mg0.3Ti0.7Fe1As1O3,36.7,iron-based
Sr0.6Cs0.4Fe2As2,36.6,iron-based
Mg0.85Li0.15B2,36.6,others
Sr0.85Y0.15Cu1O2,36.6,cuprate
Sr0.9Y0.1Cu1O2,36.6,cuprate
Y1Ba1.5La0.5Cu3O7.22,36.6,cuprate
Ba0.5K0.5Ru0.2Fe1.8As2,36.5,iron-based
C0.9S0.1,36.5,others
La0.2Ca0.8Fe0.9671Co0.0329As2,36.5,iron-based
Fe1Sr2Gd1Cu2O7.58,36.5,cuprate
Sr0.6K0.4Fe2As2,36.5,iron-based
La1.75Sr0.25Cu0.94Ni0.06O4,36.5,cuprate
La1.85Sr0.15Cu0.98Li0.02O4,36.5,cuprate
Mg1.8Cu0.2B12,36.5,others
Eu1Rb1Fe4As4,36.5,iron-based
Y0.2Ca0.4Pr0.4Ba2Cu3O7,36.5,cuprate
Mg0.95B2Al0.05,36.466667,others
La1.75Sr0.25Cu0.94Co0.06O4,36.4,cuprate
Sm1Fe1As1O0.94F0.06,36.4,iron-based
Sm1Fe1P0.1As0.9O0.88F0.12,36.35,iron-based
Ce1Fe1As1O0.9F0.1,36.333333,iron-based
Ru0.99Ti0.01Sr2Gd1Cu2O8,36.3,cuprate
Sm0.9Pr0.1Ba2Cu3O6.75,36.3,cuprate
Mg1B1.96C0.04,36.25,others
Ce0.22Ca0.78Fe2As2,36.2,iron-based
Y0.3La0.7Fe1As1O0.85F0.15,36.2,iron-based
La1H0.46Fe1As1O0.54,36.2,iron-based
Mg0.97Co0.03B2,36.2,others
Mg0.5B2,36,others
Ba0.5K0.5Fe2As2O1,36,iron-based
Bi1.6Pb0.4Sr1.6La0.4Cu1O4,36,cuprate
Bi1.95Sr1.65La0.4Cu1O4,36,cuprate
Ca2Cu1Cl2.3O2,36,cuprate
Er1Ba2Cu2.76Zn0.24O6.89,36,cuprate
Sc2Ca4Ti3Fe2As2O13,36,iron-based
Ca5Mg1Ti3Fe2As2O9.5,36,iron-based
Sc2Ca5Ti2Fe2As2O10,36,iron-based
Ca6Ti2.68Fe2Al1.32As2O12,36,iron-based
Hg0.7Mo0.3Sr2Cu1O4,36,cuprate
Hg1Ba2Cu1O4.032,36,cuprate
Ho1Fe1As1O0.9F0.1,36,iron-based
La1.822Sr0.178Cu1O4,36,cuprate
La1.837Sr0.162Cu1O4,36,cuprate
La1.85Sr0.15Cu1O4.01,36,cuprate
La1H0.36Fe1As1O0.64,36,iron-based
La2Cu1O4.068,36,cuprate
La3Ca0.3Cd0.7Ba3Cu7O16.303,36,cuprate
Mg1Be0.2B1.8,36,others
Mg1B1.95C0.05,36,others
Na0.65Fe1.93S0.2Se1.8,36,iron-based
Nd1.3Ba1.5Ca0.2Cu3O6.952,36,cuprate
Nd1.3Ba1.5Sr0.2Cu3O6.917,36,cuprate
Pb0.5Cd0.5Sr1.6Ba0.4Ca0.5Y0.5Cu2O7,36,cuprate
Pr0.1La1.7Sr0.2Cu1O4,36,cuprate
Sm1H0.2Fe1P0.23As0.77O0.8,36,iron-based
Sr0.42K0.58Fe2As2,36,iron-based
Tm0.5Pr0.5Ba2Cu3O6.64,36,cuprate
Y0.5Pr0.5Ba1Sr1Cu3O6.9,36,cuprate
Y1Ba2.01Cu2.7Co0.3O6.8,36,cuprate
Y1Ba2Cu2.7Co0.3O7.11,36,cuprate
Y1Ba2Cu2.7Fe0.3O7.15,36,cuprate
Y2Ba4Cu7O14.04,36,cuprate
La1.8Nd0.2Cu1O4.086,35.9,cuprate
Mg0.983B2Al0.017,35.9,others
Pb0.01Mg0.99B2,35.9,others
Nd0.9Pr0.1Ba2Cu3O6.75,35.9,cuprate
Nd1.35Ba1.65Cu3O7.02,35.9,cuprate
Pb0.6Cu1Sr1La1O5.12,35.9,cuprate
Ba0.65Rb0.35Fe2As2,35.8,iron-based
Bi1.8Pb0.2Sr2Ca1Cu1.84Co0.16O8,35.8,cuprate
Mg0.93B2Al0.07,35.8,others
Y0.85Pr0.15Ba2Cu3O6.5,35.8,cuprate
Mg1B1.924C0.076,35.78,others
La0.3Ca0.7H1Fe1As1,35.7,iron-based
Ba0.6K0.4Fe2As2,35.66,iron-based
Y0.3La0.7Fe1As1O0.6,35.6,iron-based
La1.8Nd0.2Cu0.99Zn0.01O4.086,35.6,cuprate
Li0.8H1Fe1.2O1S0.22Se0.78,35.6,iron-based
Mg0.94Li0.06B1.96C0.04,35.6,others
Mg0.994Fe0.006B2,35.6,others
Bi1.95Sr1.65La0.4Cu1O6.311,35.5,cuprate
La1.76Sr0.24Cu0.94Mn0.06O4,35.5,cuprate
La1.868Sr0.132Cu1O4,35.5,cuprate
La1.8Sr0.2Cu1H0.1O4,35.5,cuprate
Pb0.02Mg0.98B2,35.5,others
Mg1B1.904C0.096,35.5,others
Y0.85Ca0.15Sr1.5Ba0.5Cu2.5B0.5O7,35.5,cuprate
Ba1Fe2As3,35.4,iron-based
La1.85Sr0.15Cu1H0.1O4,35.4,cuprate
La1.8Pr0.2Ca0.4Ba2Cu4.4O10.7348,35.4,cuprate
Hg1.4Tl0.6Ba2Y0.2Ca0.8Cu2O7.66,35.3,cuprate
La1.8Nd0.2Cu1O4.07,35.3,cuprate
Mg0.89Li0.11B2,35.3,others
Mg0.98Cr0.02B2,35.3,others
Pr1Fe1P0.1As0.9O0.9F0.1,35.2,iron-based
La0.2Ca0.8Fe0.9558Co0.0442As2,35.1,iron-based
La1.15Pt3Ca8.85Fe10As18,35.1,iron-based
Mg0.86B2Al0.14,35.1,others
Mg0.97Cr0.03B2,35.1,others
Sr1Rb1Fe4As4,35.1,iron-based
Ba0.68K0.32Fe1.954Co0.046As2,35,iron-based
Bi1.95Sr1.65Nd0.4Cu1O4,35,cuprate
Bi1.95Sr1.65Pr0.4Cu1O4,35,cuprate
C0.7N0.3Sr2Cu1O5.35,35,cuprate
Ca1Rb1Fe4As4,35,iron-based
Er1Ba2Cu3O6.15,35,cuprate
Eu1.4Ce0.6Sr2Ru1Cu2O10,35,cuprate
Eu1Cs1Fe4As4,35,iron-based
Ga1Sr2Y0.5Ca0.5Cu2O7,35,cuprate
Hg1Tl1Ba2Ca1Cu2O8,35,cuprate
La1.1Ba1.5Ca0.4Cu3O7.25,35,cuprate
La1.5Ba1.3Ca0.2Cu3O6.957,35,cuprate
La1.5Ba1.4Ca0.1Cu3O6.964,35,cuprate
La1.665Pr0.185Sr0.15Cu1O4,35,cuprate
La1.715Nd0.125Sr0.16Cu1O4,35,cuprate
La1.834Sr0.166Cu1O4,35,cuprate
La1H0.6Fe1As1O0.6,35,iron-based
La2Cu1O4.035,35,cuprate
Li0.8H1Fe1.2O1S0.28Se0.72,35,iron-based
Lu0.55Pr0.45Ba1.7Sr0.3Cu3O6.92,35,cuprate
Mg0.815B2Al0.024,35,others
Pb0.06Mg0.94B2,35,others
Mg1B1.896C0.104,35,others
Nd0.1La1.7Sr0.2Cu1O4,35,cuprate
Nd0.9Pr0.1Ba1Ca1Cu3O7,35,cuprate
Nd1.3Ba1.3Sr0.4O6.828,35,others
Nd1Ba1Ca1Cu3O7,35,cuprate
Nd1Fe1As1O0.92F0.08,35,iron-based
Nd2Ba4Cu7O15.38,35,cuprate
Sm0.96La0.84Sr0.2Cu1O4,35,cuprate
Sm1Ba1.85Pr0.15Cu3O7.02,35,cuprate
Sr0.83Nd0.17Cu1O2,35,cuprate
Sr1.5Ba0.5Y1Cu2.8Ti0.2O7,35,cuprate
Tl1Sr2Ca0.4Y0.6Cu2O7,35,cuprate
Y0.6Pr0.4Ba2Cu3O6.965,35,cuprate
Y0.7Ca0.3Ba2Cu3O6.12,35,cuprate
Y1Ba2Cu2.94Zn0.06O6.73,35,cuprate
Y1Ba2Cu2.95Zn0.05O6.72,35,cuprate
Y1Ba2Cu3F0.76O6,35,cuprate
Y1Sr0.4Ba1.6Cu2.5B0.5O7,35,cuprate
Y1Sr1.2Ba0.8Cu2.5B0.5O7,35,cuprate
Y1Sr2Cu2.7Ti0.3O7.224,35,cuprate
Yb0.8Ca0.2Ba0.8Sr0.4Cu3O6.85,35,cuprate
Eu2.17Ce0.5Sr1.33Cu2.5Co0.5O9.08,34.9,cuprate
La1.95Bi0.05Cu1O4.0635,34.9,cuprate
Pb0.5Cu1Sr0.8La1.2O5.1,34.9,cuprate
Hg0.85Re0.15Ba2Cu1O4.58,34.85,cuprate
Y0.75Ca0.25Ba2Cu3O6.008,34.85,cuprate
Y0.3La0.7Fe1As1O0.9F0.1,34.8,iron-based
La1.78Sr0.22Cu1O3.945,34.8,cuprate
La1.85Sr0.15Cu0.9975Co0.0025O4,34.8,cuprate
La1.85Sr0.15Cu0.9975Zn0.0025O4,34.8,cuprate
La1.8Nd0.2Cu1O4.071,34.8,cuprate
Pb0.6Cu1Sr0.8La1.2O5.11,34.8,cuprate
Tb1Fe1As1O0.75,34.8,iron-based
Yb0.5Pr0.5Ba2Cu3O6.9,34.8,cuprate
Ca0.2Ba1.55La1.25Cu3O7.03,34.7,cuprate
La2Cu1O4.017,34.7,cuprate
Mg0.91B2Al0.09,34.7,others
Mg0.978B2Al0.022,34.7,others
Mg0.99Fe0.01B2,34.7,others
Sr0.15La1.85Cu1O4,34.7,cuprate
Y0.85Ca0.15Ba2Cu2.8Zn0.2O6.74,34.6,cuprate
Ru0.95Rh0.05Sr2Gd1Cu2O8,34.575,cuprate
La1.85Sr0.15Cu0.995Ni0.005O4,34.503333,cuprate
La1.4Pt3Ca8.6Fe10As18,34.5,iron-based
Mg0.9Co0.1B2,34.5,others
Sm1Fe0.97Ni0.03As1O0.88F0.12,34.5,iron-based
Tb1Sr2Cu2.69Mo0.31O7,34.5,cuprate
Er0.5Pr0.5Ba2Cu3O6.82,34.4,cuprate
La1.73Sr0.27Cu0.94Ni0.06O4,34.4,cuprate
Ba0.5K0.5Fe1.92Zn0.08As2,34.3,iron-based
La1.35Pr0.5Sr0.15Cu1O4,34.3,cuprate
La1.943Sr0.178Cu1O4,34.3,cuprate
Mg0.9B2Al0.1,34.3,others
Nd1Ba2Cu3O6.65,34.3,cuprate
Ba0.5K0.5Fe1.84Zn0.16As2,34.2,iron-based
La1.82Nd0.03Sr0.15Cu1O4,34.2,cuprate
Sm1Ba2Cu3O6.62,34.2,cuprate
La1.85Sr0.12Ca0.016Ba0.014Cu1O3.99,34.1,cuprate
Nd1Fe1P0.2As0.8O0.9F0.1,34.1,iron-based
Bi1Ba0.5K0.5O3,34,others
Ba0.6Rb0.4Fe2As2,34,iron-based
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.3,34,cuprate
Ba1.6Sr0.4Yb1Cu3O6.53,34,cuprate
Bi1.95Sr1.65La0.4Cu1O6.298,34,cuprate
Bi2Sr2Gd1.64Ce0.36Cu2O10.24,34,cuprate
Ca0.34Na0.66Fe2As2,34,iron-based
La0.16Ca0.84Fe1As2,34,iron-based
La0.1Ca0.9Fe1As2,34,iron-based
Er1Ba2Cu2.28Co0.18O6.74,34,cuprate
Er1Ba2Cu2.82Co0.18O6.74,34,cuprate
Eu0.6Pr0.4Ba1.5Sr0.5Cu3O6.89,34,cuprate
Eu1.5Ce0.5Sr2Ru1Cu2O10,34,cuprate
La0.5Ca0.2Pr0.3Ba1.5Sr0.5Cu3O6.829,34,cuprate
Y0.2La0.8Fe1As1O0.7,34,iron-based
La1.1Ba1.5Ca0.4Cu3O6.76,34,cuprate
La1.48Pr0.37Sr0.15Cu1O4,34,cuprate
La1.73Sr0.27Cu0.94Co0.06O4,34,cuprate
La1.77Sr0.23Cu0.94Mn0.06O4,34,cuprate
La1.82Sr0.18Cu1O3.994,34,cuprate
La1.83Ca0.17Cu1O4,34,cuprate
La1.84Ca0.16Cu1O4,34,cuprate
La2Cu1O4.044,34,cuprate
Li0.8H1Fe1.2Se1,34,iron-based
Mg0.75Co0.25B2,34,others
Mg0.8Li0.2B2,34,others
Mg0.8Zn0.1B2Al0.1,34,others
Mg0.956B2Al0.044,34,others
Mg0.9Fe0.1B2,34,others
Pb0.1Mg0.9B2,34,others
Nd0.7Pr0.3Ba1Sr1Cu3O6.87,34,cuprate
Nd1Ru0.15Fe0.85As1O0.89F0.11,34,iron-based
Ru1Sr2Gd1.4Ce0.6Cu2O9.54,34,cuprate
Sm0.9La0.9Sr0.2Cu1O4,34,cuprate
Tl1Ba1.6La0.4Cu1O5,34,cuprate
Tl1La1Sr1Cu1O5,34,cuprate
Y1Ba1Sr1Cu3O6.685,34,cuprate
Y1Sr2Cu2.65Fe0.35O6.7,34,cuprate
Y2Ba4Cu7O14.16,34,cuprate
Pt4.3Ca10Fe9.7As18,33.9,iron-based
Pb0.6Cu1Sr1.1La0.9O5.07,33.9,cuprate
Y0.6Pr0.4Ba2Cu3O6.8,33.9,cuprate
Y0.6Pr0.4Cu2.85Re0.15O7,33.9,cuprate
Ba0.6Na0.4Fe2As2,33.85,iron-based
Mg1B1.89C0.11,33.85,others
Tb1Fe1As1O0.8,33.85,iron-based
La1.85Sr0.15Cu0.996Zn0.004O4,33.825,cuprate
Bi1.8Pb0.2Sr2Ca1Cu1.92Fe0.08O8,33.8,cuprate
La1.812Sr0.188Cu1O4,33.7,cuprate
Mg0.75Li0.25B2,33.7,others
Pt5.8Ca10Fe8.2As18,33.65,iron-based
La1.85Sr0.15Cu0.997Fe0.003O4,33.6,cuprate
Y0.55Pr0.45Ba2Cu3O6.98,33.6,cuprate
La1.855Sr0.145Cu1O4,33.55,cuprate
Mg0.92B2Al0.08,33.55,others
Ba0.5K0.5Fe1.88Zn0.12As2,33.5,iron-based
Bi2Ca2.5Nd0.5Cu2O8.43,33.5,cuprate
Cu2Re0.25Sr2Y1.3Ce0.7O9.06,33.5,cuprate
La1.725Nd0.125Sr0.15Cu1O4,33.5,cuprate
La1.85Sr0.15Cu0.97Li0.03O4,33.5,cuprate
La1Fe1As1O0.68F0.28,33.5,iron-based
Mg0.99B2Sn0.01,33.5,others
Pr0.2Ca0.8Ba1La1Cu3O7.1,33.5,cuprate
Ba0.72K0.28Fe2As2,33.45,iron-based
Mg0.988Fe0.012B2,33.45,others
Ca0.25Na0.75Fe2As2,33.4,iron-based
Mg0.99Mn0.01B2,33.4,others
Pb2Cu2La1.1O6.28,33.4,cuprate
La1.943Sr0.13Cu1O4,33.3,cuprate
Mg1B1.874C0.126,33.3,others
Y1Ba1.9La0.1Cu3.95Zn0.05O8,33.3,cuprate
Ce0.12Ca0.88Fe2As2,33.2,iron-based
La1.815Sr0.185Cu1O3.964,33.2,cuprate
La1.84Sr0.05Ca0.11Cu1O4,33.2,cuprate
Ir0.02Mg0.98B2,33.2,others
Pb2Sr0.9La1.1Cu2O6.31,33.2,cuprate
Mg1B1.868C0.132,33.15,others
Ca1K1Fe4As4,33.1,iron-based
La1.895Ba0.105Cu1O4,33.1,cuprate
Mo0.33Cu2.67Sr2Y1O7.41,33,cuprate
Bi1.95Sr1.75La0.3Cu1O4,33,cuprate
Bi2Sr1.56La0.44Cu1O6,33,cuprate
C0.8N0.2Sr2Cu1O5.3,33,cuprate
Ca0.32Na0.68Fe2As2,33,iron-based
Ca0.33Na0.66Fe2As2,33,iron-based
Cs2Rb1C60,33,others
Eu0.1La1.7Sr0.2Cu1O4,33,cuprate
Eu1.3Ce0.7Sr2Ru1Cu2O10,33,cuprate
Sc2Ca5Ti2Fe2As2O10.5,33,iron-based
Gd1Ba2Cu2.7Co0.3O6.9,33,cuprate
La0.75Ca0.05Pr0.2Ba1.5Sr0.5Cu3O6.886,33,cuprate
La1.295Pr0.555Sr0.15Cu1O4,33,cuprate
La1.71Sr0.29Cu0.94Co0.06O4,33,cuprate
La1.81Sr0.19Cu0.98Ti0.02O4,33,cuprate
La1.82Ca0.18Cu1O4,33,cuprate
La1.82Sr0.18Cu1O3.987,33,cuprate
La1.835Sr0.165Cu0.995Ni0.005O4,33,cuprate
La1.855Sr0.145Cu0.99Ni0.01O4,33,cuprate
La1.85Sr0.15Cu0.995Co0.005O4,33,cuprate
La1.862Sr0.138Cu1O4,33,cuprate
La1.865Sr0.135Cu1O4,33,cuprate
La1.86K0.14Cu1O3.97,33,cuprate
La1.883Sr0.117Cu1O4,33,cuprate
Mg0.927B1Al0.073,33,others
Mg1B1.84C0.16,33,others
Nd1.3Ba1.7Cu3O6.987,33,cuprate
Ru1Sr2Eu1.5Ce0.5Cu2O9.6,33,cuprate
Sm1Fe1As1O0.925F0.075,33,iron-based
Sm1Fe1As1O0.93F0.07,33,iron-based
Tl0.6La1Sr1Cu1.4O5,33,cuprate
Y0.65Pr0.35Ba2Cu3O6.95,33,cuprate
Y0.8Pr0.2Ba2Cu3.95Fe0.05O8,33,cuprate
Y1.01Ba2.03Cu2.808Li0.192O6.6,33,cuprate
Y1Ba2Cu2.9Fe0.1O6.72,33,cuprate
Y1Sr2Cu2.75W0.25O6.9,33,cuprate
Y1Sr2Cu2.7Re0.3O7.1,33,cuprate
Mg0.97Fe0.03B2,32.966667,others
Mg1Be0.3B1.7,32.9,others
Mg1B1.88C0.12,32.9,others
Y1Ba1.9La0.1Cu3O6.5,32.9,cuprate
La1.87Sr0.13Cu0.98Li0.02O4,32.85,cuprate
Mg1B1.9C0.1,32.843636,others
Ba0.5Na0.5Fe2As2,32.8,iron-based
La1.13Pt3Ca8.87Fe10As18,32.8,iron-based
La1.77Sr0.23Cu0.96Ti0.04O4,32.8,cuprate
Sm1Ba2Cu3O6.65,32.8,cuprate
Mg0.815B2Al0.09,32.7,others
Bi1.95Sr1.65La0.4Cu1O6.28,32.6,cuprate
K0.85Fe2Se1.8,32.6,iron-based
La0.85Pr1Sr0.15Cu1O4,32.6,cuprate
La1.85Sr0.15Cu0.993Ni0.007O4,32.6,cuprate
Nd1Fe1As1O0.8F0.2,32.6,iron-based
Rb0.77Fe1.61Se2,32.6,iron-based
Sr0.7Y0.3Cu1O2,32.6,cuprate
Ba0.55K0.45Fe1.95Co0.05As2,32.5,iron-based
Pr0.14Ca0.86Fe2As2,32.5,iron-based
Eu0.51K0.49Fe2As2,32.5,iron-based
K0.83Fe1.83Se2,32.5,iron-based
Y0.2La0.8Fe1As1O0.6,32.5,iron-based
La1.71Sr0.29Cu0.94Fe0.06O4,32.5,cuprate
La1.73Sr0.27Cu0.94Fe0.06O4,32.5,cuprate
La1.77Sr0.23Cu0.94Co0.06O4,32.5,cuprate
La1.84Sr0.16Cu0.99Fe0.01O4,32.5,cuprate
Ru0.95Ir0.05Sr2Gd1Cu2O8,32.5,cuprate
Tl0.58Rb0.42Fe1.72Se2,32.5,iron-based
K0.8Fe1.5Se2,32.4,iron-based
Mg0.915B2Al0.085,32.4,others
Rb0.74Fe1.6Se2,32.4,iron-based
Rb0.796Fe1.596Se2,32.4,iron-based
Rb0.801Fe1.602Se2,32.4,iron-based
Rb0.8Fe1.6Se2,32.4,iron-based
Y0.8Ca0.2Ba2Cu3O6.41,32.4,cuprate
Y1Ba2Cu2.885Zn0.195O7,32.4,cuprate
La1.56Pt3Ca8.44Fe10As18,32.3,iron-based
La1.85Sr0.15Cu0.98Ti0.02O4,32.3,cuprate
La1.85Sr0.15Cu0.995Zn0.005O4,32.3,cuprate
Mg0.96Mn0.04B2,32.3,others
Pt4.1Ca10Fe9.9As18,32.2,iron-based
La1.85Sr0.09Ca0.034Ba0.026Cu1O3.99,32.2,cuprate
Ru0.95Ti0.05Sr2Gd1Cu2O8,32.2,cuprate
Ru1Sr2Gd0.9Y0.1Cu2O8,32.2,cuprate
Y1Ba1.6La0.4Cu3O7,32.2,cuprate
Eu0.5K0.5Fe2As2,32.166667,iron-based
Ba0.74K0.26Fe2As2,32,iron-based
Bi1.95Sr1.75Pr0.3Cu1O4,32,cuprate
Bi2Sr1.6La0.4Cu1O6,32,cuprate
Cu6.5Sr2Ca5Cr0.5O15.17,32,cuprate
Er1Ba2Cu2.67Zn0.24Fe0.09O6.94,32,cuprate
Er1Ba2Cu2.7Zn0.3O6.86,32,cuprate
Eu0.7Na0.3Fe2As2,32,iron-based
Eu0.9Sr0.1Ba1.6Pr0.1Cu3O6.58,32,cuprate
Eu1.6Ce0.4Sr2Ru1Cu2O10,32,cuprate
Eu1Ba1.2Pr0.3Sr0.5Cu3O6.89,32,cuprate
Ca6Ti3Fe2Al1As2O11,32,iron-based
Gd1Ba1.5Sr0.5Cu3O6.72,32,cuprate
H0.2La1.8Sr0.2Cu1O4,32,cuprate
K0.65Fe1.41Se2,32,iron-based
K0.68Fe1.79Se2,32,iron-based
K0.74Fe1.67S0.4Se1.61,32,iron-based
K0.82Fe1.63Se2,32,iron-based
K0.86Fe1.66Se2,32,iron-based
K0.8Fe1.78Se2,32,iron-based
K0.8Mn0.067Fe1.933Se2,32,iron-based
Y0.2La0.8Fe1As1O0.9F0.1,32,iron-based
La0.925Pr0.925Sr0.15Cu1O4,32,cuprate
La1.13Pr0.72Sr0.15Cu1O4,32,cuprate
La1.81Ca0.19Cu1O4,32,cuprate
La1.81Ho0.04Sr0.15Cu1O4,32,cuprate
